State,Year,GEO.id2,County,Zip Code,Households,Poverty Households,ALICE Households,Above ALICE Households,Poverty %,ALICE %,Above ALICE %
Texas,2022,75835_ZCTA,Houston,75835,4450,793,1517,2140,18%,34%,48%
Texas,2022,75838_ZCTA,Freestone,75838,126,8,88,30,6%,70%,24%
Texas,2022,75839_ZCTA,Anderson,75839,2010,280,618,1112,14%,31%,55%
Texas,2022,75840_ZCTA,Freestone,75840,2510,445,839,1226,18%,33%,49%
Texas,2022,75844_ZCTA,Houston,75844,1874,244,752,878,13%,40%,47%
Texas,2022,75845_ZCTA,Trinity,75845,1003,185,261,557,18%,26%,56%
Texas,2022,75846_ZCTA,Leon,75846,1095,123,306,666,11%,28%,61%
Texas,2022,75847_ZCTA,Houston,75847,553,66,213,274,12%,39%,50%
Texas,2022,75850_ZCTA,Leon,75850,472,68,114,290,14%,24%,61%
Texas,2022,75851_ZCTA,Houston,75851,774,61,279,434,8%,36%,56%
Texas,2022,75852_ZCTA,Madison,75852,473,121,170,182,26%,36%,38%
Texas,2022,75853_ZCTA,Anderson,75853,427,9,153,265,2%,36%,62%
Texas,2022,75855_ZCTA,Leon,75855,1172,243,435,494,21%,37%,42%
Texas,2022,75859_ZCTA,Freestone,75859,1099,99,339,661,9%,31%,60%
Texas,2022,75860_ZCTA,Freestone,75860,1557,202,500,855,13%,32%,55%
Texas,2022,75861_ZCTA,Anderson,75861,694,87,169,438,13%,24%,63%
Texas,2022,75862_ZCTA,Trinity,75862,4336,655,1502,2179,15%,35%,50%
Texas,2022,75901_ZCTA,Angelina,75901,10040,1552,2805,5683,15%,28%,57%
Texas,2022,75904_ZCTA,Angelina,75904,13028,1884,3881,7263,14%,30%,56%
Texas,2022,75925_ZCTA,Cherokee,75925,1312,260,553,499,20%,42%,38%
Texas,2022,75926_ZCTA,Trinity,75926,541,84,149,308,16%,28%,57%
Texas,2022,75928_ZCTA,Newton,75928,431,152,189,90,35%,44%,21%
Texas,2022,75929_ZCTA,San Augustine,75929,511,60,124,327,12%,24%,64%
Texas,2022,75930_ZCTA,Sabine,75930,740,112,230,398,15%,31%,54%
Texas,2022,75931_ZCTA,Jasper,75931,959,104,322,533,11%,34%,56%
Texas,2022,75932_ZCTA,Newton,75932,569,101,170,298,18%,30%,52%
Texas,2022,75933_ZCTA,Newton,75933,518,159,150,209,31%,29%,40%
Texas,2022,75935_ZCTA,Shelby,75935,4575,836,1423,2316,18%,31%,51%
Texas,2022,75936_ZCTA,Tyler,75936,326,30,97,199,9%,30%,61%
Texas,2022,75937_ZCTA,Nacogdoches,75937,465,89,101,275,19%,22%,59%
Texas,2022,75938_ZCTA,Tyler,75938,966,173,375,418,18%,39%,43%
Texas,2022,75939_ZCTA,Polk,75939,1701,378,656,667,22%,39%,39%
Texas,2022,75941_ZCTA,Angelina,75941,2574,526,599,1449,20%,23%,56%
Texas,2022,75943_ZCTA,Nacogdoches,75943,520,46,134,340,9%,26%,65%
Texas,2022,75944_ZCTA,Nacogdoches,75944,444,154,141,149,35%,32%,34%
Texas,2022,75946_ZCTA,Nacogdoches,75946,1598,213,520,865,13%,33%,54%
Texas,2022,75948_ZCTA,Sabine,75948,2598,409,875,1314,16%,34%,51%
Texas,2022,75949_ZCTA,Angelina,75949,3352,453,1234,1665,14%,37%,50%
Texas,2022,75951_ZCTA,Jasper,75951,5899,1430,1815,2654,24%,31%,45%
Texas,2022,75954_ZCTA,Shelby,75954,1127,313,318,496,28%,28%,44%
Texas,2022,75956_ZCTA,Jasper,75956,2996,561,922,1513,19%,31%,51%
Texas,2022,75959_ZCTA,Sabine,75959,336,45,70,221,13%,21%,66%
Texas,2022,75960_ZCTA,Polk,75960,259,7,106,146,3%,41%,56%
Texas,2022,75961_ZCTA,Nacogdoches,75961,6369,1889,2108,2372,30%,33%,37%
Texas,2022,75964_ZCTA,Nacogdoches,75964,7337,1400,1975,3962,19%,27%,54%
Texas,2022,75965_ZCTA,Nacogdoches,75965,7563,1656,2122,3785,22%,28%,50%
Texas,2022,75966_ZCTA,Newton,75966,1647,353,636,658,21%,39%,40%
Texas,2022,75968_ZCTA,Sabine,75968,843,203,245,395,24%,29%,47%
Texas,2022,75969_ZCTA,Angelina,75969,1597,94,546,957,6%,34%,60%
Texas,2022,75972_ZCTA,San Augustine,75972,2425,672,825,928,28%,34%,38%
Texas,2022,75973_ZCTA,Shelby,75973,1150,278,264,608,24%,23%,53%
Texas,2022,75974_ZCTA,Shelby,75974,939,243,345,351,26%,37%,37%
Texas,2022,75975_ZCTA,Shelby,75975,1363,312,348,703,23%,26%,52%
Texas,2022,75976_ZCTA,Cherokee,75976,369,64,105,200,17%,28%,54%
Texas,2022,75977_ZCTA,Newton,75977,214,60,119,35,28%,56%,16%
Texas,2022,75979_ZCTA,Tyler,75979,3542,784,1225,1533,22%,35%,43%
Texas,2022,75980_ZCTA,Angelina,75980,1032,267,333,432,26%,32%,42%
Texas,2022,76001_ZCTA,Tarrant,76001,11522,1014,2019,8489,9%,18%,74%
Texas,2022,76002_ZCTA,Tarrant,76002,9606,560,1913,7133,6%,20%,74%
Texas,2022,76005_ZCTA,Tarrant,76005,1596,20,203,1373,1%,13%,86%
Texas,2022,76006_ZCTA,Tarrant,76006,12094,844,6063,5187,7%,50%,43%
Texas,2022,76008_ZCTA,Parker,76008,7536,184,995,6357,2%,13%,84%
Texas,2022,76009_ZCTA,Johnson,76009,6474,860,1926,3688,13%,30%,57%
Texas,2022,76010_ZCTA,Tarrant,76010,18520,4135,8703,5682,22%,47%,31%
Texas,2022,76011_ZCTA,Tarrant,76011,10211,1555,4796,3860,15%,47%,38%
Texas,2022,76012_ZCTA,Tarrant,76012,10722,1464,2683,6575,14%,25%,61%
Texas,2022,76013_ZCTA,Tarrant,76013,13274,1996,4439,6839,15%,33%,52%
Texas,2022,76014_ZCTA,Tarrant,76014,10687,1572,4036,5079,15%,38%,48%
Texas,2022,76015_ZCTA,Tarrant,76015,6358,654,2193,3511,10%,34%,55%
Texas,2022,76016_ZCTA,Tarrant,76016,10903,578,2359,7966,5%,22%,73%
Texas,2022,76017_ZCTA,Tarrant,76017,15895,1165,4181,10549,7%,26%,66%
Texas,2022,76018_ZCTA,Tarrant,76018,8268,532,2231,5505,6%,27%,67%
Texas,2022,76020_ZCTA,Tarrant,76020,12132,1189,3063,7880,10%,25%,65%
Texas,2022,76021_ZCTA,Tarrant,76021,14761,1107,4279,9375,7%,29%,64%
Texas,2022,76022_ZCTA,Tarrant,76022,5709,464,2092,3153,8%,37%,55%
Texas,2022,76023_ZCTA,Wise,76023,2491,332,636,1523,13%,26%,61%
Texas,2022,76028_ZCTA,Johnson,76028,26150,1544,7386,17220,6%,28%,66%
Texas,2022,76031_ZCTA,Johnson,76031,5858,913,1989,2956,16%,34%,50%
Texas,2022,76033_ZCTA,Johnson,76033,10340,1145,3995,5200,11%,39%,50%
Texas,2022,76034_ZCTA,Tarrant,76034,9225,292,668,8265,3%,7%,90%
Texas,2022,76035_ZCTA,Parker,76035,959,76,225,658,8%,23%,69%
Texas,2022,76036_ZCTA,Tarrant,76036,9920,635,2566,6719,6%,26%,68%
Texas,2022,76039_ZCTA,Tarrant,76039,17107,1396,4679,11032,8%,27%,64%
Texas,2022,76040_ZCTA,Tarrant,76040,11654,940,4895,5819,8%,42%,50%
Texas,2022,76041_ZCTA,Ellis,76041,267,0,63,204,0%,24%,76%
Texas,2022,76043_ZCTA,Somervell,76043,2619,158,766,1695,6%,29%,65%
Texas,2022,76044_ZCTA,Johnson,76044,2594,232,544,1818,9%,21%,70%
Texas,2022,76048_ZCTA,Hood,76048,11084,1203,4026,5855,11%,36%,53%
Texas,2022,76049_ZCTA,Hood,76049,11875,726,2804,8345,6%,24%,70%
Texas,2022,76050_ZCTA,Johnson,76050,2624,200,859,1565,8%,33%,60%
Texas,2022,76051_ZCTA,Tarrant,76051,21224,1252,4899,15073,6%,23%,71%
Texas,2022,76052_ZCTA,Tarrant,76052,8811,450,1130,7231,5%,13%,82%
Texas,2022,76053_ZCTA,Tarrant,76053,11655,1165,4917,5573,10%,42%,48%
Texas,2022,76054_ZCTA,Tarrant,76054,4660,206,1053,3401,4%,23%,73%
Texas,2022,76055_ZCTA,Hill,76055,1245,143,374,728,11%,30%,58%
Texas,2022,76058_ZCTA,Johnson,76058,7083,1133,2520,3430,16%,36%,48%
Texas,2022,76059_ZCTA,Johnson,76059,1697,342,760,595,20%,45%,35%
Texas,2022,76060_ZCTA,Tarrant,76060,2829,279,534,2016,10%,19%,71%
Texas,2022,76063_ZCTA,Tarrant,76063,25817,1842,4541,19434,7%,18%,75%
Texas,2022,76064_ZCTA,Ellis,76064,701,64,225,412,9%,32%,59%
Texas,2022,76065_ZCTA,Ellis,76065,14017,786,2707,10524,6%,19%,75%
Texas,2022,76066_ZCTA,Parker,76066,1496,137,465,894,9%,31%,60%
Texas,2022,76067_ZCTA,Palo Pinto,76067,7188,1163,2226,3799,16%,31%,53%
Texas,2022,76070_ZCTA,Somervell,76070,287,0,26,261,0%,9%,91%
Texas,2022,76071_ZCTA,Wise,76071,1442,261,295,886,18%,20%,61%
Texas,2022,76073_ZCTA,Wise,76073,2444,157,726,1561,6%,30%,64%
Texas,2022,76077_ZCTA,Somervell,76077,160,69,0,91,43%,0%,57%
Texas,2022,76078_ZCTA,Wise,76078,3143,301,680,2162,10%,22%,69%
Texas,2022,76082_ZCTA,Parker,76082,7651,806,2046,4799,11%,27%,63%
Texas,2022,76084_ZCTA,Johnson,76084,3431,348,940,2143,10%,27%,62%
Texas,2022,76085_ZCTA,Parker,76085,3834,293,919,2622,8%,24%,68%
Texas,2022,76086_ZCTA,Parker,76086,8423,1236,3228,3959,15%,38%,47%
Texas,2022,76087_ZCTA,Parker,76087,11666,972,2733,7961,8%,23%,68%
Texas,2022,76088_ZCTA,Parker,76088,5215,440,1667,3108,8%,32%,60%
Texas,2022,76092_ZCTA,Tarrant,76092,9431,211,557,8663,2%,6%,92%
Texas,2022,76093_ZCTA,Johnson,76093,1269,155,593,521,12%,47%,41%
Texas,2022,76102_ZCTA,Tarrant,76102,4303,561,1331,2411,13%,31%,56%
Texas,2022,76103_ZCTA,Tarrant,76103,5500,1017,1960,2523,18%,36%,46%
Texas,2022,76104_ZCTA,Tarrant,76104,7386,1970,2774,2642,27%,38%,36%
Texas,2022,76105_ZCTA,Tarrant,76105,6865,1702,2979,2184,25%,43%,32%
Texas,2022,76106_ZCTA,Tarrant,76106,10814,2474,4225,4115,23%,39%,38%
Texas,2022,76107_ZCTA,Tarrant,76107,15194,1888,4765,8541,12%,31%,56%
Texas,2022,76108_ZCTA,Tarrant,76108,16385,1359,5687,9339,8%,35%,57%
Texas,2022,76109_ZCTA,Tarrant,76109,9878,1203,2278,6397,12%,23%,65%
Texas,2022,76110_ZCTA,Tarrant,76110,11276,2132,3836,5308,19%,34%,47%
Texas,2022,76111_ZCTA,Tarrant,76111,7673,815,3676,3182,11%,48%,41%
Texas,2022,76112_ZCTA,Tarrant,76112,17111,3082,7355,6674,18%,43%,39%
Texas,2022,76114_ZCTA,Tarrant,76114,9635,1553,3378,4704,16%,35%,49%
Texas,2022,76115_ZCTA,Tarrant,76115,6074,1627,2474,1973,27%,41%,32%
Texas,2022,76116_ZCTA,Tarrant,76116,22150,4294,8499,9357,19%,38%,42%
Texas,2022,76117_ZCTA,Tarrant,76117,11679,1488,5819,4372,13%,50%,37%
Texas,2022,76118_ZCTA,Tarrant,76118,5849,388,1738,3723,7%,30%,64%
Texas,2022,76119_ZCTA,Tarrant,76119,14805,3352,6508,4945,23%,44%,33%
Texas,2022,76120_ZCTA,Tarrant,76120,7807,709,2889,4209,9%,37%,54%
Texas,2022,76123_ZCTA,Tarrant,76123,12777,993,2911,8873,8%,23%,69%
Texas,2022,76126_ZCTA,Tarrant,76126,9159,428,2003,6728,5%,22%,73%
Texas,2022,76131_ZCTA,Tarrant,76131,16817,563,3630,12624,3%,22%,75%
Texas,2022,76132_ZCTA,Tarrant,76132,12405,1232,4656,6517,10%,38%,53%
Texas,2022,76133_ZCTA,Tarrant,76133,19147,2534,6393,10220,13%,33%,53%
Texas,2022,76134_ZCTA,Tarrant,76134,9983,1238,3767,4978,12%,38%,50%
Texas,2022,76135_ZCTA,Tarrant,76135,7724,683,2787,4254,9%,36%,55%
Texas,2022,76137_ZCTA,Tarrant,76137,21937,1235,5998,14704,6%,27%,67%
Texas,2022,76140_ZCTA,Tarrant,76140,10064,1235,3364,5465,12%,33%,54%
Texas,2022,76148_ZCTA,Tarrant,76148,8071,799,1784,5488,10%,22%,68%
Texas,2022,76155_ZCTA,Tarrant,76155,3457,196,1645,1616,6%,48%,47%
Texas,2022,76164_ZCTA,Tarrant,76164,4422,994,1726,1702,22%,39%,38%
Texas,2022,76177_ZCTA,Tarrant,76177,8720,396,1973,6351,5%,23%,73%
Texas,2022,76179_ZCTA,Tarrant,76179,24505,1115,5079,18311,5%,21%,75%
Texas,2022,76180_ZCTA,Tarrant,76180,14943,955,4926,9062,6%,33%,61%
Texas,2022,76182_ZCTA,Tarrant,76182,11252,471,2017,8764,4%,18%,78%
Texas,2022,76201_ZCTA,Denton,76201,11217,3558,4363,3296,32%,39%,29%
Texas,2022,76205_ZCTA,Denton,76205,7698,1489,2708,3501,19%,35%,45%
Texas,2022,76207_ZCTA,Denton,76207,6578,399,1779,4400,6%,27%,67%
Texas,2022,76208_ZCTA,Denton,76208,8373,564,2070,5739,7%,25%,69%
Texas,2022,76209_ZCTA,Denton,76209,10591,1670,3446,5475,16%,33%,52%
Texas,2022,76210_ZCTA,Denton,76210,16099,1152,3336,11611,7%,21%,72%
Texas,2022,76225_ZCTA,Wise,76225,1255,149,384,722,12%,31%,58%
Texas,2022,76226_ZCTA,Denton,76226,12723,440,1405,10878,3%,11%,85%
Texas,2022,76227_ZCTA,Denton,76227,17982,1346,3525,13111,7%,20%,73%
Texas,2022,76228_ZCTA,Clay,76228,498,58,142,298,12%,29%,60%
Texas,2022,76230_ZCTA,Montague,76230,3835,322,1076,2437,8%,28%,64%
Texas,2022,76233_ZCTA,Grayson,76233,1249,54,410,785,4%,33%,63%
Texas,2022,76234_ZCTA,Wise,76234,6805,319,2148,4338,5%,32%,64%
Texas,2022,76238_ZCTA,Cooke,76238,151,0,16,135,0%,11%,89%
Texas,2022,76239_ZCTA,Montague,76239,501,37,179,285,7%,36%,57%
Texas,2022,76240_ZCTA,Cooke,76240,11397,1581,3588,6228,14%,31%,55%
Texas,2022,76244_ZCTA,Tarrant,76244,24135,1168,3801,19166,5%,16%,79%
Texas,2022,76245_ZCTA,Grayson,76245,877,139,266,472,16%,30%,54%
Texas,2022,76247_ZCTA,Denton,76247,5689,137,1178,4374,2%,21%,77%
Texas,2022,76248_ZCTA,Tarrant,76248,14315,556,1735,12024,4%,12%,84%
Texas,2022,76249_ZCTA,Denton,76249,3124,210,720,2194,7%,23%,70%
Texas,2022,76250_ZCTA,Cooke,76250,339,16,112,211,5%,33%,62%
Texas,2022,76251_ZCTA,Montague,76251,237,29,59,149,12%,25%,63%
Texas,2022,76252_ZCTA,Cooke,76252,1028,64,176,788,6%,17%,77%
Texas,2022,76255_ZCTA,Montague,76255,2229,489,648,1092,22%,29%,49%
Texas,2022,76258_ZCTA,Denton,76258,2791,285,754,1752,10%,27%,63%
Texas,2022,76259_ZCTA,Denton,76259,2156,227,598,1331,11%,28%,62%
Texas,2022,76262_ZCTA,Denton,76262,14948,673,2303,11972,5%,15%,80%
Texas,2022,76264_ZCTA,Grayson,76264,525,73,147,305,14%,28%,58%
Texas,2022,76265_ZCTA,Montague,76265,659,107,146,406,16%,22%,62%
Texas,2022,76266_ZCTA,Denton,76266,6801,319,1993,4489,5%,29%,66%
Texas,2022,76270_ZCTA,Montague,76270,841,55,317,469,7%,38%,56%
Texas,2022,76271_ZCTA,Grayson,76271,703,57,158,488,8%,22%,69%
Texas,2022,76272_ZCTA,Cooke,76272,1873,98,456,1319,5%,24%,70%
Texas,2022,76273_ZCTA,Grayson,76273,3995,256,958,2781,6%,24%,70%
Texas,2022,76301_ZCTA,Wichita,76301,6326,1879,2446,2001,30%,39%,32%
Texas,2022,76302_ZCTA,Wichita,76302,4858,766,1816,2276,16%,37%,47%
Texas,2022,76305_ZCTA,Wichita,76305,1994,260,519,1215,13%,26%,61%
Texas,2022,76306_ZCTA,Wichita,76306,5485,1015,2030,2440,19%,37%,44%
Texas,2022,76308_ZCTA,Wichita,76308,8391,1177,2212,5002,14%,26%,60%
Texas,2022,76309_ZCTA,Wichita,76309,5714,884,2107,2723,15%,37%,48%
Texas,2022,76310_ZCTA,Wichita,76310,7711,598,1930,5183,8%,25%,67%
Texas,2022,76311_ZCTA,Wichita,76311,650,23,126,501,4%,19%,77%
Texas,2022,76351_ZCTA,Archer,76351,687,89,264,334,13%,38%,49%
Texas,2022,76354_ZCTA,Wichita,76354,4777,451,1495,2831,9%,31%,59%
Texas,2022,76357_ZCTA,Clay,76357,211,15,52,144,7%,25%,68%
Texas,2022,76360_ZCTA,Wichita,76360,1108,241,322,545,22%,29%,49%
Texas,2022,76363_ZCTA,Knox,76363,107,27,42,38,25%,39%,36%
Texas,2022,76365_ZCTA,Clay,76365,1904,238,502,1164,13%,26%,61%
Texas,2022,76366_ZCTA,Archer,76366,810,164,269,377,20%,33%,47%
Texas,2022,76367_ZCTA,Wichita,76367,3993,285,1145,2563,7%,29%,64%
Texas,2022,76370_ZCTA,Archer,76370,181,1,68,112,1%,38%,62%
Texas,2022,76371_ZCTA,Knox,76371,589,76,217,296,13%,37%,50%
Texas,2022,76372_ZCTA,Young,76372,406,48,74,284,12%,18%,70%
Texas,2022,76374_ZCTA,Young,76374,1713,400,586,727,23%,34%,42%
Texas,2022,76377_ZCTA,Clay,76377,210,20,88,102,10%,42%,49%
Texas,2022,76379_ZCTA,Archer,76379,195,16,35,144,8%,18%,74%
Texas,2022,76380_ZCTA,Baylor,76380,1497,263,446,788,18%,30%,53%
Texas,2022,76384_ZCTA,Wilbarger,76384,4398,606,1712,2080,14%,39%,47%
Texas,2022,76389_ZCTA,Archer,76389,502,35,131,336,7%,26%,67%
Texas,2022,76401_ZCTA,Erath,76401,11897,2143,3598,6156,18%,30%,52%
Texas,2022,76424_ZCTA,Stephens,76424,3166,557,1231,1378,18%,39%,44%
Texas,2022,76426_ZCTA,Wise,76426,3830,164,1220,2446,4%,32%,64%
Texas,2022,76427_ZCTA,Jack,76427,356,47,92,217,13%,26%,61%
Texas,2022,76430_ZCTA,Shackelford,76430,972,131,294,547,13%,30%,56%
Texas,2022,76431_ZCTA,Wise,76431,1609,247,471,891,15%,29%,55%
Texas,2022,76432_ZCTA,Brown,76432,446,61,142,243,14%,32%,54%
Texas,2022,76433_ZCTA,Erath,76433,734,35,65,634,5%,9%,86%
Texas,2022,76435_ZCTA,Eastland,76435,203,36,48,119,18%,24%,59%
Texas,2022,76437_ZCTA,Eastland,76437,2320,211,711,1398,9%,31%,60%
Texas,2022,76442_ZCTA,Comanche,76442,2814,345,897,1572,12%,32%,56%
Texas,2022,76443_ZCTA,Callahan,76443,774,87,321,366,11%,41%,47%
Texas,2022,76444_ZCTA,Comanche,76444,1461,180,516,765,12%,35%,52%
Texas,2022,76445_ZCTA,Eastland,76445,108,15,16,77,14%,15%,71%
Texas,2022,76446_ZCTA,Erath,76446,3188,589,848,1751,18%,27%,55%
Texas,2022,76448_ZCTA,Eastland,76448,2083,353,521,1209,17%,25%,58%
Texas,2022,76449_ZCTA,Palo Pinto,76449,1110,136,278,696,12%,25%,63%
Texas,2022,76450_ZCTA,Young,76450,5328,647,1316,3365,12%,25%,63%
Texas,2022,76453_ZCTA,Palo Pinto,76453,671,42,109,520,6%,16%,77%
Texas,2022,76454_ZCTA,Eastland,76454,630,183,185,262,29%,29%,42%
Texas,2022,76455_ZCTA,Comanche,76455,335,22,138,175,7%,41%,52%
Texas,2022,76457_ZCTA,Hamilton,76457,1434,226,469,739,16%,33%,52%
Texas,2022,76458_ZCTA,Jack,76458,2058,406,629,1023,20%,31%,50%
Texas,2022,76460_ZCTA,Young,76460,161,0,27,134,0%,17%,83%
Texas,2022,76462_ZCTA,Hood,76462,1478,113,443,922,8%,30%,62%
Texas,2022,76463_ZCTA,Palo Pinto,76463,194,19,66,109,10%,34%,56%
Texas,2022,76464_ZCTA,Shackelford,76464,211,15,71,125,7%,34%,59%
Texas,2022,76466_ZCTA,Eastland,76466,155,37,0,118,24%,0%,76%
Texas,2022,76470_ZCTA,Eastland,76470,1264,314,518,432,25%,41%,34%
Texas,2022,76471_ZCTA,Eastland,76471,650,130,196,324,20%,30%,50%
Texas,2022,76472_ZCTA,Palo Pinto,76472,541,17,52,472,3%,10%,87%
Texas,2022,76474_ZCTA,Comanche,76474,111,60,15,36,54%,14%,32%
Texas,2022,76475_ZCTA,Palo Pinto,76475,381,79,108,194,21%,28%,51%
Texas,2022,76476_ZCTA,Hood,76476,1056,103,277,676,10%,26%,64%
Texas,2022,76481_ZCTA,Young,76481,150,20,39,91,13%,26%,61%
Texas,2022,76483_ZCTA,Throckmorton,76483,375,53,120,202,14%,32%,54%
Texas,2022,76484_ZCTA,Palo Pinto,76484,284,6,39,239,2%,14%,84%
Texas,2022,76486_ZCTA,Jack,76486,539,26,179,334,5%,33%,62%
Texas,2022,76487_ZCTA,Parker,76487,954,92,294,568,10%,31%,60%
Texas,2022,76491_ZCTA,Throckmorton,76491,215,33,56,126,15%,26%,59%
Texas,2022,76501_ZCTA,Bell,76501,6600,1402,1890,3308,21%,29%,50%
Texas,2022,76502_ZCTA,Bell,76502,17425,1818,3653,11954,10%,21%,69%
Texas,2022,76504_ZCTA,Bell,76504,9990,1984,3695,4311,20%,37%,43%
Texas,2022,76511_ZCTA,Bell,76511,895,58,354,483,6%,40%,54%
Texas,2022,76513_ZCTA,Bell,76513,14872,1863,3681,9328,13%,25%,63%
Texas,2022,76518_ZCTA,Milam,76518,524,91,148,285,17%,28%,54%
Texas,2022,76519_ZCTA,Milam,76519,177,12,48,117,7%,27%,66%
Texas,2022,76520_ZCTA,Milam,76520,2731,530,602,1599,19%,22%,59%
Texas,2022,76522_ZCTA,Coryell,76522,15716,1442,4334,9940,9%,28%,63%
Texas,2022,76523_ZCTA,Milam,76523,135,26,28,81,19%,21%,60%
Texas,2022,76524_ZCTA,McLennan,76524,1452,377,181,894,26%,12%,62%
Texas,2022,76525_ZCTA,Coryell,76525,495,43,131,321,9%,26%,65%
Texas,2022,76527_ZCTA,Williamson,76527,1501,98,617,786,7%,41%,52%
Texas,2022,76528_ZCTA,Coryell,76528,6592,872,1975,3745,13%,30%,57%
Texas,2022,76530_ZCTA,Williamson,76530,963,112,307,544,12%,32%,56%
Texas,2022,76531_ZCTA,Hamilton,76531,1680,207,647,826,12%,39%,49%
Texas,2022,76534_ZCTA,Bell,76534,1065,116,300,649,11%,28%,61%
Texas,2022,76537_ZCTA,Williamson,76537,3951,323,1143,2485,8%,29%,63%
Texas,2022,76538_ZCTA,Coryell,76538,496,143,80,273,29%,16%,55%
Texas,2022,76539_ZCTA,Lampasas,76539,3124,184,705,2235,6%,23%,72%
Texas,2022,76541_ZCTA,Bell,76541,8321,1758,4200,2363,21%,50%,28%
Texas,2022,76542_ZCTA,Bell,76542,18996,2019,4166,12811,11%,22%,67%
Texas,2022,76543_ZCTA,Bell,76543,13081,2363,4550,6168,18%,35%,47%
Texas,2022,76544_ZCTA,Bell,76544,4207,487,1547,2173,12%,37%,52%
Texas,2022,76548_ZCTA,Bell,76548,11655,1312,2724,7619,11%,23%,65%
Texas,2022,76549_ZCTA,Bell,76549,19398,2589,5126,11683,13%,26%,60%
Texas,2022,76550_ZCTA,Lampasas,76550,5050,592,1385,3073,12%,27%,61%
Texas,2022,76554_ZCTA,Bell,76554,807,58,190,559,7%,24%,69%
Texas,2022,76556_ZCTA,Milam,76556,735,66,218,451,9%,30%,61%
Texas,2022,76557_ZCTA,McLennan,76557,1805,158,588,1059,9%,33%,59%
Texas,2022,76559_ZCTA,Bell,76559,2319,394,581,1344,17%,25%,58%
Texas,2022,76561_ZCTA,Coryell,76561,427,35,112,280,8%,26%,66%
Texas,2022,76566_ZCTA,Coryell,76566,120,10,23,87,8%,19%,73%
Texas,2022,76567_ZCTA,Milam,76567,3668,435,1483,1750,12%,40%,48%
Texas,2022,76569_ZCTA,Bell,76569,991,111,157,723,11%,16%,73%
Texas,2022,76570_ZCTA,Falls,76570,861,174,394,293,20%,46%,34%
Texas,2022,76571_ZCTA,Bell,76571,3555,312,535,2708,9%,15%,76%
Texas,2022,76574_ZCTA,Williamson,76574,7686,821,2933,3932,11%,38%,51%
Texas,2022,76577_ZCTA,Milam,76577,1262,125,396,741,10%,31%,59%
Texas,2022,76578_ZCTA,Williamson,76578,460,21,168,271,5%,37%,59%
Texas,2022,76579_ZCTA,Bell,76579,1713,247,314,1152,14%,18%,67%
Texas,2022,76621_ZCTA,Hill,76621,360,4,78,278,1%,22%,77%
Texas,2022,76622_ZCTA,Hill,76622,495,30,125,340,6%,25%,69%
Texas,2022,76624_ZCTA,McLennan,76624,918,61,231,626,7%,25%,68%
Texas,2022,76626_ZCTA,Navarro,76626,541,48,127,366,9%,23%,68%
Texas,2022,76627_ZCTA,Hill,76627,558,95,144,319,17%,26%,57%
Texas,2022,76629_ZCTA,Robertson,76629,832,156,243,433,19%,29%,52%
Texas,2022,76630_ZCTA,McLennan,76630,804,82,222,500,10%,28%,62%
Texas,2022,76631_ZCTA,Hill,76631,153,20,43,90,13%,28%,59%
Texas,2022,76632_ZCTA,Falls,76632,577,123,231,223,21%,40%,39%
Texas,2022,76633_ZCTA,McLennan,76633,1996,52,367,1577,3%,18%,79%
Texas,2022,76634_ZCTA,Bosque,76634,2936,306,785,1845,10%,27%,63%
Texas,2022,76635_ZCTA,Limestone,76635,469,73,185,211,16%,39%,45%
Texas,2022,76636_ZCTA,Hill,76636,581,55,192,334,9%,33%,57%
Texas,2022,76637_ZCTA,Bosque,76637,208,18,66,124,9%,32%,60%
Texas,2022,76638_ZCTA,McLennan,76638,1023,51,174,798,5%,17%,78%
Texas,2022,76639_ZCTA,Navarro,76639,692,160,252,280,23%,36%,40%
Texas,2022,76640_ZCTA,McLennan,76640,1091,221,312,558,20%,29%,51%
Texas,2022,76641_ZCTA,Navarro,76641,592,96,181,315,16%,31%,53%
Texas,2022,76642_ZCTA,Limestone,76642,2306,426,807,1073,18%,35%,47%
Texas,2022,76643_ZCTA,McLennan,76643,5955,313,1586,4056,5%,27%,68%
Texas,2022,76645_ZCTA,Hill,76645,3940,520,1447,1973,13%,37%,50%
Texas,2022,76648_ZCTA,Hill,76648,1006,195,334,477,19%,33%,47%
Texas,2022,76649_ZCTA,Bosque,76649,316,34,95,187,11%,30%,59%
Texas,2022,76651_ZCTA,Ellis,76651,1401,162,550,689,12%,39%,49%
Texas,2022,76652_ZCTA,Bosque,76652,436,34,93,309,8%,21%,71%
Texas,2022,76653_ZCTA,Limestone,76653,590,59,232,299,10%,39%,51%
Texas,2022,76655_ZCTA,McLennan,76655,3048,236,448,2364,8%,15%,78%
Texas,2022,76656_ZCTA,Falls,76656,909,69,299,541,8%,33%,60%
Texas,2022,76657_ZCTA,McLennan,76657,4048,282,708,3058,7%,17%,76%
Texas,2022,76660_ZCTA,Hill,76660,195,41,70,84,21%,36%,43%
Texas,2022,76661_ZCTA,Falls,76661,1988,576,783,629,29%,39%,32%
Texas,2022,76664_ZCTA,McLennan,76664,1216,166,364,686,14%,30%,56%
Texas,2022,76665_ZCTA,Bosque,76665,1047,138,354,555,13%,34%,53%
Texas,2022,76667_ZCTA,Limestone,76667,3717,977,1079,1661,26%,29%,45%
